cinema_name,street,suburb,postcode,cinema_type,latitude,longitude,state
Village,Corner of Shanley and Browning Streets,Wangaratta,3677,Drive-In,-36.373422,146.286963,VIC
No. 2 Circuit,nan,Merrigum,3618,Touring Circuit,-36.371584000000006,145.131956,VIC
Pictures,nan,Donald,3480,Indoor Cinema,-36.371,142.982,VIC
Strand,nan,Rochester,3561,Indoor Cinema,-36.361875,144.699421,VIC
Civic,nan,Beechworth,3747,Indoor Cinema,-36.36,146.688,VIC
Federal,nan,Beechworth,3747,Indoor Cinema,-36.359968,146.687569,VIC
Memorial,Ford Street,Beechworth,3747,Indoor Cinema,-36.359549,146.686918,VIC
Regent,nan,Beechworth,3747,Indoor Cinema,-36.358824,146.686257,VIC
Orana,21 Reid Street,Wangaratta,3677,Indoor Cinema,-36.355964,146.327314,VIC
Plaza,48 - 50 Murphy Street,Wangaratta,3677,Indoor Cinema,-36.355695000000004,146.32623600000002,VIC
Memorial,nan,Nhill,3418,Indoor Cinema,-36.333018,141.64966299999998,VIC
Regent,nan,Nhill,3418,Indoor Cinema,-36.332471999999996,141.649494,VIC
J. L. Walsh,nan,Dookie,3646,Touring Circuit,-36.327463,145.686856,VIC
Kyabram,nan,Kyabram,3619,Indoor Cinema,-36.313545,145.047703,VIC
Galaxie,nan,Bordertown,5268,Drive-In,-36.313448,140.773005,SA
Hall,nan,Yackandandah,3749,Indoor Cinema,-36.313,146.838,VIC
Plaza,nan,Bordertown,5268,Indoor Cinema,-36.3111665,140.7733804,SA
No. 2 Circuit,nan,Eldorado,3746,Touring Circuit,-36.308085999999996,146.5203,VIC
Kyabram,nan,Kyabram,3619,Indoor Cinema,-36.308,145.05,VIC
No. 1 Circuit,nan,Eldorado,3746,Touring Circuit,-36.307955,146.519454,VIC
No. 1 Circuit,nan,Undera,3629,Touring Circuit,-36.278090999999996,145.222984,VIC
No. 1 Circuit,nan,Bethanga,3691,Touring Circuit,-36.276114,146.909823,VIC
Northern District Talkies,nan,Lockington,3563,Indoor Cinema,-36.271196,144.53582,VIC
Maldon Circuit,nan,Saint James,3727,Touring Circuit,-36.269841,145.894022,VIC
Rex,nan,Charlton,3525,Indoor Cinema,-36.269,143.35,VIC
No. 1 Circuit,nan,Kiewa,3691,Touring Circuit,-36.257863,147.006576,VIC
Regent,nan,Warracknabeal,3393,Indoor Cinema,-36.253,142.403,VIC
No. 1 Circuit,nan,Tangambalanga,3691,Touring Circuit,-36.251563,147.026994,VIC
Regent,nan,Tongala,3621,Indoor Cinema,-36.249,144.94799999999998,VIC
Savoy,80 Commissioner Street,Cooma,2630,Indoor Cinema,-36.235969,149.12723799999998,NSW
Monaro,Commissioner Street,Cooma,2630,Indoor Cinema,-36.235289,149.128217,NSW
No. 1 Circuit,nan,Katandra West,3634,Touring Circuit,-36.226836,145.55971599999998,VIC
Memorial,nan,Narooma,2546,Indoor Cinema,-36.216612,150.130318,NSW
Gaiety,nan,Tallangatta,3700,Indoor Cinema,-36.211923999999996,147.171105,VIC
Upper Murray,nan,Corryong,3707,Indoor Cinema,-36.195809000000004,147.904526,VIC
Memorial,nan,Corryong,3707,Indoor Cinema,-36.195495,147.905334,VIC
Memorial,nan,Tallangatta,3700,Indoor Cinema,-36.192882,147.25645600000001,VIC
No. 1 Circuit,nan,Springhurst,3682,Touring Circuit,-36.185303000000005,146.468992,VIC
Maldon Circuit,nan,Tungamah,3728,Touring Circuit,-36.164179,145.877603,VIC
Star,nan,Chiltern,3683,Indoor Cinema,-36.148,146.61,VIC
Memorial,nan,Jeparit,3423,Indoor Cinema,-36.140905,141.988833,VIC
Skyline,nan,Wondonga,3689,Drive-In,-36.134046000000005,146.876389,VIC
Paramount,nan,Echuca,3564,Indoor Cinema,-36.129,144.748,VIC
River Vu,nan,Euchuca,3564,Drive-In,-36.122837,144.751026,VIC
Memorial,Princes Highway,Bodalla,2545,Indoor Cinema,-36.121269,150.053724,NSW
Melba,Corner of High Street and Elgin Boulevard,Wodonga,3689,Indoor Cinema,-36.120909999999995,146.88785900000002,VIC
Rex,nan,Boort,3537,Indoor Cinema,-36.117,143.726,VIC
No. 2 Circuit,nan,Barnawartha,3688,Touring Circuit,-36.105488,146.67316399999999,VIC
Institute,nan,Keith,5267,Indoor Cinema,-36.098124,140.353614,SA
New Melba,nan,Numurkah,3636,Indoor Cinema,-36.092603000000004,145.442224,VIC
Shire Hall,nan,Numurkah,3636,Indoor Cinema,-36.091956,145.442205,VIC
Cvic,nan,Nurmukah,3636,Indoor Cinema,-36.090872999999995,145.442239,VIC
Hoyts,Olive Street,Albury,2640,Indoor Cinema,-36.082,146.91,NSW
Regent,456 Dean Street,Albury,2640,Indoor Cinema,-36.081069,146.92118200000002,NSW
Maldon Circuit,nan,Katamatite,3649,Touring Circuit,-36.078072999999996,145.688523,VIC
No. 1 Circuit,nan,Katamatite,3649,Touring Circuit,-36.077215,145.687285,VIC
Hall,nan,Wycheproof,3527,Indoor Cinema,-36.077,143.227,VIC
Broadway,nan,Wycheproof,3527,Indoor Cinema,-36.07668579999999,143.2259972,VIC
Public Hall,nan,Nathalia,3638,Indoor Cinema,-36.061,145.204,VIC
Plaza,Dean Street,Albury,2640,Indoor Cinema,-36.060846999999995,146.928552,NSW
New Albury,nan,Albury,2640,Indoor Cinema,-36.058246999999994,146.931362,NSW
Glen,nan,Rutherglen,3685,Indoor Cinema,-36.055479,146.46236399999998,VIC
J. Nulty,nan,Pyramid Hill,3575,Touring Circuit,-36.055178000000005,144.114566,VIC
Public Hall,nan,Pyramid Hill,3575,Indoor Cinema,-36.055,144.115,VIC
Paramount,nan,Rutherglen,3685,Indoor Cinema,-36.054256,146.460296,VIC
Public Hall,nan,Tuross Head,2537,Indoor Cinema,-36.054126000000004,150.13406,NSW
No. 2 Circuit,nan,Waaia,3637,Touring Circuit,-36.053717,145.331876,VIC
Lakeside,nan,Yarrawonga,3730,Drive-In,-36.012440000000005,145.994947,VIC
Grove,nan,Yarrawonga,3730,Indoor Cinema,-36.010999999999996,146.005,VIC
No. 2 Circuit,nan,Katunga,3640,Touring Circuit,-35.999097,145.460376,VIC
No. 1 Circuit,nan,Picola,3639,Touring Circuit,-35.999014,145.109874,VIC
No. 2 Circuit,nan,Picola,3639,Touring Circuit,-35.998971999999995,145.108946,VIC
Rex,Sangar Street,Corowa,2646,Indoor Cinema,-35.998000000000005,146.391,NSW
Literary Institute,Sangar Street,Corowa,2646,Indoor Cinema,-35.997527000000005,146.391207,NSW
Federal,nan,Adaminaby,2629,Indoor Cinema,-35.996639,148.773986,NSW
Open Air,223 Sangar Street,Corowa,2646,Open Air Cinema,-35.995233,146.391219,NSW
Austral,223 Sangar Street,Corowa,2646,Indoor Cinema,-35.995231,146.39121699999998,NSW
Drive-In,nan,Birchip,3483,Drive-In,-35.9842,142.9246,VIC
J. Nulty,nan,Birchip,3483,Touring Circuit,-35.984,142.921,VIC
Town Hall,nan,Birchip,3483,Indoor Cinema,-35.981,142.918,VIC
No. 2 Circuit,nan,Howlong,2643,Touring Circuit,-35.980006,146.628321,NSW
No. 1 Circuit,nan,Howlong,2643,Touring Circuit,-35.979807,146.62742,NSW
Open Air,nan,Walwa,3709,Open Air Cinema,-35.964,147.737,VIC
J. Nulty,nan,Gunbower,3566,Touring Circuit,-35.957,144.36700000000002,VIC
Nulty's Pictures Pty. Ltd.,nan,Gunbower,3566,Touring Circuit,-35.956415,144.36993,VIC
Regent,nan,Beulah,3395,Indoor Cinema,-35.938083,142.422368,VIC
Memorial Hall,nan,Beulah,3395,Indoor Cinema,-35.938,142.41899999999998,VIC
Maldon Circuit,nan,Strathmerton,3641,Touring Circuit,-35.925,145.47799999999998,VIC
Photophone Talkies,nan,Cobram,3644,Indoor Cinema,-35.919599,145.64921,VIC
Fiesta,Queen Street,Moruya,2537,Indoor Cinema,-35.910292,150.084054,NSW
Orion,49 Queen Street,Moruya,2537,Indoor Cinema,-35.910245,150.07971,NSW
Memorial Hall,nan,Leitchville,3567,Indoor Cinema,-35.904,144.30100000000002,VIC
Mecca,nan,Rainbow,3424,Indoor Cinema,-35.900185,141.99719299999998,VIC
Institute,nan,Tintinara,5266,Indoor Cinema,-35.88282,140.05462,SA
Local Hall,nan,Quambatook,3540,Indoor Cinema,-35.849000000000004,143.52100000000002,VIC
No. 1 Circuit,nan,Balldale,2646,Touring Circuit,-35.844685,146.520497,NSW
Local Hall,nan,Mathoura,2710,Indoor Cinema,-35.813487,144.90164,NSW
Northern Dsitrict Talikies,nan,Mathoura,2710,Indoor Cinema,-35.812915000000004,144.902861,NSW
Paramount,Deniliquin Road,Tocumwal,2714,Indoor Cinema,-35.812128,145.567385,NSW
Melba,nan,Tocumwal,2714,Indoor Cinema,-35.811678,145.567321,NSW
Memorial Hall,nan,Cohuna,3568,Indoor Cinema,-35.811355999999996,144.22475500000002,VIC
Regent,nan,Cohuna,3568,Indoor Cinema,-35.808752,144.220722,VIC
Talkies,King Street,Tumbarumba,2653,Indoor Cinema,-35.777648,148.014324,NSW
Memorial Hall,King Street,Tumbarumba,2653,Indoor Cinema,-35.777363,148.01406699999998,NSW
H. M. Joseph,nan,Walla Walla,2659,Touring Circuit,-35.7626,146.90165,NSW
H. M. Joseph,nan,Walla Walla,2659,Touring Circuit,-35.762570000000004,146.901647,NSW
L. T. Musgrove,nan,Walla Walla,2659,Touring Circuit,-35.761538,146.901838,NSW
Parkline,nan,Kerang,3579,Drive-In,-35.735408,143.91656899999998,VIC
Regent,nan,Kerang,3579,Indoor Cinema,-35.735,143.91899999999998,VIC
Majestic,nan,Hopetoun,3396,Indoor Cinema,-35.727,142.365,VIC
Shire Hall,nan,Holbrook,2644,Indoor Cinema,-35.726838,147.31163600000002,NSW
Public Hall,nan,Culgoa,3530,Indoor Cinema,-35.719,143.107,VIC
Talkies,10 Orient Street,Bateman's Bay,2536,Indoor Cinema,-35.706944,150.177773,NSW
Institute,nan,Coonalpyn,5265,Indoor Cinema,-35.696337,139.857212,SA
Town Hall Pics (A. H. Thomas),nan,Meningie,5264,Touring Circuit,-35.686529,139.338683,SA
J. Nulty,nan,Woomelang,3485,Touring Circuit,-35.681,142.666,VIC
Memorial,Blair Street,Culcairn,2660,Indoor Cinema,-35.668219,147.035723,NSW
Berrigan,nan,Berrigan,2712,Indoor Cinema,-35.657208000000004,145.80938999999998,NSW
Memorial Hall,Chanter Street,Berrigan,2712,Indoor Cinema,-35.657083,145.808314,NSW
Institute,nan,Kingscote,5223,Indoor Cinema,-35.656624,137.63835600000002,SA
Memorial Hall,nan,Finley,2713,Indoor Cinema,-35.645,145.575,NSW
Melba,Dennison Street,Finley,2713,Indoor Cinema,-35.644877,145.574119,NSW
Hall,nan,Koondrook,3580,Indoor Cinema,-35.643772999999996,144.131238,VIC
J. Nulty,nan,Koondrook,3580,Touring Circuit,-35.643370000000004,144.131257,VIC
No. 2 Circuit,nan,Daysdale,2646,Touring Circuit,-35.643298,146.305635,NSW
School of Arts,Dennison Street,Finley,2713,Indoor Cinema,-35.637985,145.579937,NSW
Elite,nan,Barham,2732,Indoor Cinema,-35.631,144.13,NSW
Cinema,nan,Captain's Flat,2623,Indoor Cinema,-35.588411,149.44751499999998,NSW
Savoy,Foxlow Street,Captain's Flat,2623,Indoor Cinema,-35.587933,149.448245,NSW
H. M. Joseph,nan,Oaklands,2646,Touring Circuit,-35.5581,146.1681,NSW
H. M. Joseph,nan,Oaklands,2646,Touring Circuit,-35.558048,146.16762,NSW
Local Hall,nan,Oaklands,2646,Indoor Cinema,-35.558,146.168,NSW
A. O'Bryan,nan,Oaklands,2646,Touring Circuit,-35.557796,146.16521699999998,NSW
Cinema,37 - 41 Ocean Street,Victor Harbor,5211,Indoor Cinema,-35.554429999999996,138.622853,SA
Ozone,37 - 41 Ocean Street,Victor Harbor,5211,Indoor Cinema,-35.5539,138.623028,SA
South Coast,Elliot Road,Port Elliot,5212,Drive-In,-35.53139,138.6722,SA
Institute,nan,Port Elliot,5212,Indoor Cinema,-35.530376000000004,138.681034,SA
Hall,nan,Rapid Bay,5204,Indoor Cinema,-35.525514,138.189976,SA
Regent,nan,Deniliquin,2710,Indoor Cinema,-35.523140000000005,144.9823858,NSW
Reliance,nan,Batlow,2730,Indoor Cinema,-35.519692,148.145224,NSW
A. H. Thomas,nan,Narrung,5259,Touring Circuit,-35.518365,139.174049,SA
Lyric,Corner of Allan and Lyne Streets,Henty,2658,Indoor Cinema,-35.518128999999995,147.032544,NSW
Civic,nan,Henty,2658,Indoor Cinema,-35.517096,147.03423,NSW
Town Hall Pics (A. H. Thomas),Junction of Long Street and Point McLeay Road,Point McLeay,5259,Touring Circuit,-35.507013,139.133318,SA
Memorial,nan,Sea Lake,3533,Indoor Cinema,-35.504,142.851,VIC
Centenary,nan,Goolwa,5214,Indoor Cinema,-35.501983,138.7831,SA
Village,La Perouse Street,Wakool,2710,Indoor Cinema,-35.470221,144.397051,NSW
J. Nulty,nan,Lake Boga,3584,Touring Circuit,-35.463225,143.635731,VIC
Institute,nan,Yankalilla,5203,Indoor Cinema,-35.457509,138.349904,SA
National,Wallace Street,Braidwood,2622,Indoor Cinema,-35.445547999999995,149.79914499999998,NSW
Town Hall Pics (A. H. Thomas),nan,Milang,5256,Touring Circuit,-35.4047,138.968655,SA
L. Hailstone,nan,Myponga,5202,Touring Circuit,-35.393279,138.461881,SA
Institute,nan,Myponga,5202,Indoor Cinema,-35.392018,138.46302,SA
Bungalow,Balmoral Road,Burrill Lake,2539,Indoor Cinema,-35.387089,150.443183,NSW
Talkies,South Street,Yerong Creek,2642,Indoor Cinema,-35.3862,147.060283,NSW
Regent,nan,Swan Hill,3585,Indoor Cinema,-35.377880600000005,143.5404337,VIC
Star,nan,Jerilderie,2716,Indoor Cinema,-35.356774,145.730944,NSW
Star,Monaro Street,Queanbeyan,2620,Indoor Cinema,-35.354408,149.232066,NSW
Triumph,157 Crawford Street,Queanbeyan,2620,Indoor Cinema,-35.350452000000004,149.23219,NSW
Sundown,Jerrabomberra Avenue,Narrabundah,2604,Drive-In,-35.346808,149.156575,ACT
A. O'Bryan,nan,Urana,2645,Touring Circuit,-35.332941999999996,146.26875,NSW
Memorial,nan,Urana,2645,Indoor Cinema,-35.332939,146.268747,NSW
H. M. Joseph,nan,Urana,2645,Touring Circuit,-35.332935,146.268744,NSW
H. M. Joseph,nan,Urana,2645,Touring Circuit,-35.332932,146.268741,NSW
Institute,63 Railway Terrace North,Lameroo,5302,Indoor Cinema,-35.330011999999996,140.514972,SA
Swan Hill Drive-In,nan,Swan Hill,3585,Drive-In,-35.325089,143.551677,VIC
Capitol,Corner of Furneaux Street and Canberra Avenue,Manuka,2603,Indoor Cinema,-35.319521,149.133059,ACT
S/Arts,Princes Highway,Milton,2538,Indoor Cinema,-35.317769899999995,150.4402121,NSW
Adelonia,Tumut Street,Adelong,2729,Indoor Cinema,-35.307947,148.063682,NSW
Montreal,Russell Street,Tumut,2720,Indoor Cinema,-35.301641,148.222644,NSW
A. H. Thomas,nan,Langhorne Creek,5255,Touring Circuit,-35.29625,139.03700600000002,SA
Civic,40 Bunda Street,Canberra,2601,Indoor Cinema,-35.277749,149.131268,ACT
Center,Bunda Street,Canberra,2601,Indoor Cinema,-35.277639,149.13264099999998,ACT
Memorial,Hume Highway,Tarcutta,2652,Indoor Cinema,-35.276373,147.738596,NSW
"F. L. Pudney, Box 25, Willunga (All Districts)",nan,Willunga,5172,Touring Circuit,-35.270718,138.55408500000001,SA
L. Hailstone,nan,Willunga,5172,Touring Circuit,-35.27063,138.554022,SA
Institute,Main Road,Willunga,5172,Indoor Cinema,-35.270599,138.553843,SA
Cinema,nan,The Rock,2655,Indoor Cinema,-35.268545,147.114719,NSW
Masonic,Urana Street,The Rock,2655,Indoor Cinema,-35.268505,147.113507,NSW
Institute,nan,Aldinga,5173,Indoor Cinema,-35.267436,138.48256,SA
Regent,nan,Murrayville,3512,Indoor Cinema,-35.262382,141.18334199999998,VIC
J. J. Casey,nan,Murrayville,3512,Touring Circuit,-35.262151,141.18249,VIC
Open Air,nan,Pinnaroo,5304,Open Air Cinema,-35.261509999999994,140.90555600000002,SA
Institute,nan,Pinnaroo,5304,Indoor Cinema,-35.260404,140.908434,SA
Strathalbyn,nan,Strathalbyn,5255,Indoor Cinema,-35.25929,138.892972,SA
Jenson,nan,Strathalbyn,5255,Indoor Cinema,-35.259013,138.89263300000002,SA
Avon,nan,Strathalbyn,5255,Indoor Cinema,-35.258875,138.890348,SA
Town Hall Pics (A. H. Thomas),11 High Street,Strathalbyn,5255,Touring Circuit,-35.254934000000006,138.892553,SA
Federal,nan,Bungendore,2621,Indoor Cinema,-35.254127000000004,149.440325,NSW
Institute,nan,Tailem Bend,5260,Indoor Cinema,-35.253945,139.453882,SA
Starlight,Federal Highway,Watson,2602,Drive-In,-35.234177,149.147575,ACT
Rio,Corner of Green and Urana Streets,Lockhart,2656,Indoor Cinema,-35.220743,146.713782,NSW
L. Hailstone,nan,McLaren Vale,5171,Touring Circuit,-35.21929,138.54370600000001,SA
Institute,nan,McLaren Vale,5171,Indoor Cinema,-35.217597999999995,138.541144,SA
L. Hailstone,nan,McLaren Flat,5171,Touring Circuit,-35.206606,138.58898,SA
Regent,nan,Nyah West,3595,Indoor Cinema,-35.185390000000005,143.34214599999999,VIC
Town Hall Pics (A. H. Thomas),nan,Meadows,5201,Touring Circuit,-35.180594,138.763304,SA
Hall,nan,Nyah,3594,Indoor Cinema,-35.175819,143.377424,VIC
J. Nulty,nan,Nyah,3594,Touring Circuit,-35.175426,143.37741599999998,VIC
Institute,nan,Macclesfield,5153,Indoor Cinema,-35.172701,138.836364,SA
Cinema,Victoria Street,Hall,2618,Indoor Cinema,-35.170474,149.07015800000002,ACT
Nulty's Pictures Pty. Ltd.,nan,Underbool,3509,Touring Circuit,-35.17,141.809,VIC
Sussex,Jacobs Drive,Sussex Inlet,2540,Indoor Cinema,-35.1573011,150.5941655,NSW
Riverview,Swanport Road,Murray Bridge,5253,Drive-In,-35.149326,139.284569,SA
Institute,22 Gawler Street,Port Noarlunga,5167,Indoor Cinema,-35.148995,138.472321,SA
A. H. Thomas,nan,Kangarilla,5157,Touring Circuit,-35.148573,138.658426,SA
Federal,nan,Jervis Bay,2540,Indoor Cinema,-35.140018,150.728242,NSW
Oceanline,Dyson Road,Christie's Beach,5165,Drive-In,-35.136743,138.486692,SA
Institute,nan,Morphett Vale,5162,Indoor Cinema,-35.120585,138.523625,SA
Ozone,nan,Murray Bridge,5253,Indoor Cinema,-35.120129999999996,139.273952,SA
Sturt,Sturt Highway,Wagga Wagga,2650,Drive-In,-35.12003,147.377429,NSW
Plaza,Bayliss Street,Wagga Wagga,2650,Indoor Cinema,-35.114016,147.369823,NSW
Memorial Hall,nan,Wee Jasper,2582,Indoor Cinema,-35.11033,148.67631699999998,NSW
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Clarendon,5157,Touring Circuit,-35.109252000000005,138.628846,SA
Capitol,Gurwood Street,Wagga Wagga,2650,Indoor Cinema,-35.108783200000005,147.3604249,NSW
A. H. Thomas,nan,Echunga,5153,Touring Circuit,-35.100609999999996,138.79375,SA
Institute,nan,Karoonda,5307,Indoor Cinema,-35.096092,139.89172,SA
Institute,164-170 Old South Road,Reynella,5161,Indoor Cinema,-35.093563,138.539749,SA
Shire Hall,nan,Moulamein,2733,Indoor Cinema,-35.091281,144.03528300000002,NSW
Institute,nan,Edithburgh,5583,Indoor Cinema,-35.084683,137.74570400000002,SA
District Hall,nan,Happy Valley,5159,Indoor Cinema,-35.07553,138.562833,SA
Victory,nan,Ouyen,3490,Indoor Cinema,-35.07051,142.31490300000002,VIC
J. Nulty,nan,Ouyen,3490,Touring Circuit,-35.070215000000005,142.314964,VIC
Acme,nan,Mount Barker,5251,Indoor Cinema,-35.067241100000004,138.8587342,SA
Gundagai,219 Sheridan Street,Gundagai,2722,Indoor Cinema,-35.063402,148.104079,NSW
J. Nulty,nan,Manangatang,3546,Touring Circuit,-35.055,142.88299999999998,VIC
Local Hall,nan,Piangil,3597,Indoor Cinema,-35.054,143.313,VIC
Nulty's Pictures Pty. Ltd.,nan,Piangil,3597,Touring Circuit,-35.053898,143.311939,VIC
Starline,Majors Road,O'Halloran Hill,5158,Drive-In,-35.052344,138.554789,SA
Town Hall Pics (A. H. Thomas),nan,Littlehampton,5250,Touring Circuit,-35.048992,138.863223,SA
Institute,nan,Mylor,5153,Indoor Cinema,-35.043493,138.759921,SA
Pictures,Corner of Sydney and Owen Streets,Huskisson,2540,Indoor Cinema,-35.038298,150.66828,NSW
Institute,nan,Nairne,5252,Indoor Cinema,-35.037015000000004,138.914059,SA
Windsor,35 Wheatland Street,Seacliff,5049,Indoor Cinema,-35.031706,138.52078999999998,SA
Institute,nan,Hahndorf,5245,Indoor Cinema,-35.02882,138.80936499999999,SA
Empire,126 York Street,Albany,6330,Indoor Cinema,-35.026517,117.883895,WA
Regent,134 York Street,Albany,6330,Indoor Cinema,-35.0262543,117.8838834,WA
Boys Club Hall,21 Coromandel Parade,Blackwood,5051,Indoor Cinema,-35.022859999999994,138.61842099999998,SA
Astra,nan,Blackwood,5051,Indoor Cinema,-35.021427,138.616126,SA
Institute,nan,Yorketown,5576,Indoor Cinema,-35.019040000000004,137.604941,SA
Windsor,1 Commercial Road,Brighton,5048,Indoor Cinema,-35.018444,138.519382,SA
Progress,Fishery Road,Currarong,2540,Indoor Cinema,-35.016655,150.824648,NSW
Theatre Marion,Corner of Diagonal Road and Sturt Road,Marion,5043,Indoor Cinema,-35.015799,138.54626399999998,SA
Parkline,Marion Road,Mitchell Park,5043,Drive-In,-35.01506,138.558895,SA
Central 70,Barker Road,Albany,6330,Drive-In,-35.0116479,117.87749860000001,WA
Institute,nan,Bridgewater,5155,Indoor Cinema,-35.009634000000005,138.759986,SA
Institute,Corner of Morphett Road and Murray Terrace,Warradale,5046,Indoor Cinema,-35.009173,138.540447,SA
Institute,Avenue Road,Stirling,5152,Indoor Cinema,-35.004213,138.715049,SA
Boronia,Troode Street,Albany,6330,Drive-In,-35.0032157,117.91849599999999,WA
Springbank Hiline,655 Goodwood Road,Panorama,5041,Drive-In,-34.998788,138.59332,SA
Metro,Oaklands Road,Marion,5043,Drive-In,-34.995467,138.542209,SA
Orana,451 Albany Highway,Orana,6330,Drive-In,-34.99427,117.857258,WA
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Warooka,5577,Touring Circuit,-34.990576000000004,137.401028,SA
Rechabite Hall,Corner of Wallala Street and Marion Road,Ascot Park,5043,Indoor Cinema,-34.986877,138.556372,SA
Institute,nan,Oakbank,5243,Indoor Cinema,-34.98467,138.841603,SA
Odeon,191 Goodwood Road,Colonel Light Gardens,5041,Indoor Cinema,-34.981153000000006,138.59200800000002,SA
Strand,112 Jetty Road,Glenelg,5045,Indoor Cinema,-34.980290000000004,138.516537,SA
Ozone Glenelg,119 Jetty Road,Glenelg,5045,Indoor Cinema,-34.980011,138.51918500000002,SA
Seaview,17 Colley Terrace,Glenelg,5045,Indoor Cinema,-34.978598,138.512272,SA
Institute,103 Princes Road,Mitcham,5062,Indoor Cinema,-34.977003,138.620178,SA
Rourke's Circuit,nan,Walpole,6398,Touring Circuit,-34.976129,116.73191000000001,WA
Institute,Corner of South Road and Castle Street,Edwardstown,5039,Indoor Cinema,-34.969898,138.572913,SA
Army Camp,Woodside-Nairne Road,Woodside,5244,Indoor Cinema,-34.969709,138.885424,SA
Denmark,Brazier Street,Denmark,6333,Drive-In,-34.96823,117.359526,WA
Vogue,25 Belair Road,Kingswood,5062,Indoor Cinema,-34.967631,138.60886299999999,SA
Rourke's Circuit,Strickland Street,Denmark,6333,Touring Circuit,-34.960029,117.354863,WA
City Hall,Corner of Oxford Terrace and Unley Road,Unley,5061,Indoor Cinema,-34.950705,138.607814,SA
Institute,nan,Uraidla,5142,Indoor Cinema,-34.95612,138.744679,SA
Milton Hall,1 Milton Avenue,Fullarton,5063,Indoor Cinema,-34.954021999999995,138.634093,SA
Ozone,145a Goodwood Road,Goodwood,5034,Indoor Cinema,-34.953245,138.589825,SA
Roxy,96 Anzac Highway,Everard Park,5035,Indoor Cinema,-34.952771999999996,138.572846,SA
Star,141 Goodwood Road,Goodwood,5034,Indoor Cinema,-34.952562,138.589932,SA
Institute,nan,Woodside,5244,Indoor Cinema,-34.952372,138.875342,SA
Ozone,Goodwood Road,Colonel Light Gardens,5041,Indoor Cinema,-34.9513741,138.58965569999998,SA
Star,222 Unley Road,Unley,5061,Indoor Cinema,-34.951184999999995,138.607337,SA
Ozone Unley,194-8 Unley Road,Unley,5061,Indoor Cinema,-34.950626,138.60735400000002,SA
Blueline,Corner of West Beach and Military Roads,West Beach,5024,Drive-In,-34.945648,138.504988,SA
Soldiers' Mem. Hall,444 South Road,Marleston,5033,Indoor Cinema,-34.944390000000006,138.571155,SA
Windsor,96 Glen Osmond Road,Parkside,5063,Indoor Cinema,-34.944308,138.621627,SA
Star,61 Glen Osmond Road,Parkside,5063,Indoor Cinema,-34.94359,138.620904,SA
B. E. Colmer,nan,Kalgan,6330,Touring Circuit,-34.935185,117.950203,WA
"Ozone, Hillside",Ozone Street,Henley Beach,5022,Indoor Cinema,-34.933961,138.49895700000002,SA
Soldiers' Mem.,147 Sir Donald Bradman Drive (Formerly 62 Rowland Street),Hilton,5033,Indoor Cinema,-34.932245,138.563818,SA
Empire,61 Grote Street,Adelaide,5000,Indoor Cinema,-34.928954,138.59681899999998,SA
Tivoli,58 Grote Street,Adelaide,5000,Indoor Cinema,-34.92842,138.597163,SA
Star,70 Wakefield Street,Adelaide,5000,Indoor Cinema,-34.928252,138.603264,SA
Soldiers' M. Hall,362 Henley Beach Road,Lockleys,5032,Indoor Cinema,-34.926563,138.539545,SA
Ozone Marryatville,275 Kensington Road,Marryatville,5068,Indoor Cinema,-34.926229,138.65151699999998,SA
Apollo,nan,Lockleys,5032,Indoor Cinema,-34.926013,138.52957,SA
Melba,20 Stuart Road,Dulwich,5065,Indoor Cinema,-34.925872999999996,138.624896,SA
Majestic,104 King William Street,Adelaide,5000,Indoor Cinema,-34.925059999999995,138.599927,SA
Torrensville Plaza,107b Henley Beach Road,Mile End,5031,Indoor Cinema,-34.923951,138.567413,SA
Plaza,Regent Lane (off Grenfell Street),Adelaide,5000,Indoor Cinema,-34.92367,138.60361699999999,SA
Town Hall,114 Henley Beach Road,Thebarton,5031,Indoor Cinema,-34.92365,138.56903,SA
Wests,91 Hindley Street,Adelaide,5000,Indoor Cinema,-34.923080999999996,138.596147,SA
Metro,88-90 Hindley Street,Adelaide,5000,Indoor Cinema,-34.923056,138.596235,SA
Drive-Up and Park,128 Hindley Street,Adelaide,5000,Open Air Cinema,-34.923,138.59479199999998,SA
Regent,101-109 Rundle Street,Adelaide,5000,Indoor Cinema,-34.922963,138.603418,SA
Royal,28 Hindley Street,Adelaide,5000,Indoor Cinema,-34.922926000000004,138.598352,SA
Civic,27 Hindley Street,Adelaide,5000,Indoor Cinema,-34.922903999999996,138.598144,SA
Mayfair,23 Rundle Street,Adelaide,5000,Indoor Cinema,-34.922882,138.601133,SA
York,62 Rundle Street,Adelaide,5000,Indoor Cinema,-34.922859,138.60179,SA
Savoy Newsluxe,43 Rundle Street,Adelaide,5000,Indoor Cinema,-34.922853,138.601024,SA
Rex,119 Rundle Street,Adelaide,5000,Indoor Cinema,-34.922852,138.604177,SA
Liberty,124 Rundle Street,Adelaide,5000,Indoor Cinema,-34.922753,138.60419,SA
Globe Theatrette,43 Rundle Street,Adelaide,5000,Indoor Cinema,-34.922672,138.6058381,SA
Star,Corner of Queen Street and The Parade,Norwood,5067,Indoor Cinema,-34.921242,138.638426,SA
